CASERO,INQUILINA,PROPIETARIO
0.0341541526562805,0.473759054318761,0.195993387810254
0.129399339298963,0.287973723255396,0.25624429313118
0.257469260090058,0.169669672628046,0.282207025006421
0.578977247954698,0.0685975497977966,0.265555294052145
