TENENCIA,N,TENENCIA,N
CASERO,2095.3704459606,CASERO,0.0996182583417598
INQUILINA,4388.30818673027,INQUILINA,0.20862927577875
PROPIETARIO,14550.3213673094,PROPIETARIO,0.691752465879491
