CASERO,INQUILINA,PROPIETARIO
0.0546845351816946,0.550665021218478,0.203507311591935
0.142253240592717,0.263106837929132,0.26389738644288
0.256522102432548,0.134220382763145,0.279041176487966
0.546540121793041,0.0520077580892454,0.253554125477219
