quantiles,CASERO,INQUILINA,PROPIETARIO
hasta 16380.89,0.0327840337460462,0.53570979945831,0.195317435828791
entre 16380.89 y 27889.3,0.127132167468694,0.270590338012556,0.257002378004268
entre 27889.3 y 41275.19,0.18687992786073,0.136672615213083,0.294588014324459
mas de 41275.19,0.653203870924529,0.0570272473160511,0.253092171842482
