quantiles,CASERO,INQUILINA,PROPIETARIO
hasta 0.04,0.00139665293385112,0.415196025951135,0.0587110023512657
entre 0.04 y 12520.98,0.0977530096500014,0.299934044457833,0.205989312559469
entre 12520.98 y 24596.81,0.204186596898006,0.200398371432275,0.331317152232761
mas de 24596.81,0.696663740518141,0.0844715581587573,0.403982532856504
