CASERO,INQUILINA,PROPIETARIO
0.00304802355994976,0.432113224130172,0.0474808670162565
0.106069814062761,0.292288255322803,0.216395647379425
0.208013108228568,0.194100788344251,0.330498294120557
0.682869054148721,0.0814977322027733,0.405625191483762
