quantiles,CASERO,INQUILINA,PROPIETARIO
hasta 19863.68,0.0528514042886777,0.510435094110906,0.21992019259578
entre 19863.68 y 33645.74,0.139925052123862,0.267306443496295,0.267290681156606
entre 33645.74 y 53044.72,0.244102316396673,0.164258809195831,0.274013686820493
mas de 53044.72,0.563121227190788,0.0579996531969686,0.238775439427122
