Tramo,Freq.,Total,index
1,0.00253873623937774,48.9476157306363,1
2,0.0187430212501879,361.371215944126,2
3,0.0625402875039612,1205.79598342903,3
4,0.147076210465616,2835.674585381,4
5,0.228047266681194,4396.82145974683,5
6,0.428035304528884,8252.65235523681,6
7,0.106537061173006,2054.06731525831,7
8,0.00579935925251324,111.813430545863,8
9,0.000682752905259336,13.1636860605105,9
