Tramo,Freq.,Total,index
0,0.000340922090222026,7.17095261857607,1
1,0.0165436285849843,347.97855617095,2
2,0.0408679986366911,859.617168394356,3
3,0.106291829336621,2235.74151917902,4
4,0.215099174895178,4524.39438718563,5
5,0.467068115185256,9824.30713556829,6
6,0.143873928843727,3026.24311060292,7
7,0.00893493130782002,187.937276275886,8
8,0.000979471119501219,20.6021879797601,9
