quantiles,CASERO,INQUILINA,PROPIETARIO
hasta 17775.85,0.0383081072068598,0.429228001547492,0.199655578711935
entre 17775.85 y 31552.82,0.116981903695885,0.297537491516017,0.254388184232919
entre 31552.82 y 54380.28,0.25023120383304,0.195416961645085,0.280244779561954
mas de 54380.28,0.594478785264215,0.0778175452914059,0.265711457493192
