nacional,migrante,renta,prop_migr,tenencia_migr,tenencia_nacio,renta_ten_mig,renta_ten_nat,miembros
72859.6491668007,3112.86115076668,41928.3562393443,0.882675796570143,0.0329017808914874,0.12168201436237,97959.9393958939,76973.0260307474,2.61212846541313
55520.0563156011,1516.74828824254,23147.4098299047,0.117324203429857,0.744701896304862,0.231321605257869,16305.3946890739,22446.3562441942,3.43277966226301
6356.78743801952,212.83504246293,39724.896662198,1,0.222396322803651,0.646996380379762,34990.2144275802,42302.858333912,2.7084107133773
