quantiles,CASERO,INQUILINA,PROPIETARIO
hasta 0.04,0.00139646488389306,0.415269461261727,0.0587284404750662
entre 0.04 y 12520.94,0.0977713457823668,0.299799404048856,0.206006826277311
entre 12520.94 y 24596.91,0.204230905183951,0.200475253105963,0.33126061719708
mas de 24596.91,0.696601284149789,0.0844558815834534,0.404004116050542
