TENENCIA,N,TENENCIA,N
CASERO,239013.384295627,CASERO,0.0728525651188123
INQUILINA,1806778.10793408,INQUILINA,0.550715685447579
PROPIETARIO,1234990.50777029,PROPIETARIO,0.376431749433608
