quantiles,CASERO,INQUILINA,PROPIETARIO
hasta 12888.85,0.0136458338835385,0.52522946849272,0.231648660044219
entre 12888.85 y 23898.36,0.157426735018353,0.24681005005992,0.245329345015833
entre 23898.36 y 43864.29,0.136670446968886,0.16897213790831,0.285858517558638
mas de 43864.29,0.692256984129222,0.0589883435390499,0.23716347738131
