quantiles,CASERO,INQUILINA,PROPIETARIO
hasta 1298.62,0.0030102343543746,0.438656338071927,0.103031157795551
entre 1298.62 y 13654.96,0.104910415734007,0.329370510879454,0.182139321211224
entre 13654.96 y 21462.7,0.131192908883751,0.158958865435382,0.348508007488159
mas de 21462.7,0.760886441027867,0.0730142856132366,0.366321513505066
