quantiles,CASERO,INQUILINA,PROPIETARIO
hasta 18715.13,0.0330049273863555,0.528610123047862,0.201254038556635
entre 18715.13 y 28296.14,0.128320077005787,0.289924067057362,0.249410247652043
entre 28296.14 y 42718.86,0.178406853612663,0.121789618999971,0.300735802516891
mas de 42718.86,0.660268141995194,0.0596761908948048,0.248599911274431
