V1,V2,renta,prop_migr,tenencia_migr,tenencia_nacio,renta_ten_mig,renta_ten_nat,miembros,wave
72859.6491668007,3112.86115076668,41928.3562393443,0.882675796570143,0.0329017808914874,0.12168201436237,97959.9393958939,76973.0260307474,2.61212846541313,2016
55520.0563156011,1516.74828824254,23147.4098299047,0.117324203429857,0.744701896304862,0.231321605257869,16305.3946890739,22446.3562441942,3.43277966226301,2016
6356.78743801952,212.83504246293,39724.896662198,1,0.222396322803651,0.646996380379762,34990.2144275802,42302.858333912,2.7084107133773,2016
87474.0880045225,3595.725134175,47482.9868295745,0.868901625078216,0.0343342286854017,0.143887317230355,82843.6843710921,86610.6649661951,2.57805756337075,2021
67171.3985715424,2147.02107475617,26030.9712046516,0.131098374921784,0.754591355484082,0.243386963291843,20310.5532514869,27033.7620675203,3.32538545133916,2021
8016.66262609043,113.481905033649,44670.6624423504,1,0.211074415830516,0.612725719477802,37240.0854964527,46417.4171965927,2.67603103501713,2021
